Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
18,Kevin McHale,28,BOS,PF,68,62,35.3,8.3,14.4,0.574,0,0,,8.3,14.4,0.574,0.574,4.8,6.2,0.776,2.5,5.6,8.1,2.7,0.4,2,2.2,2.8,21.3,"MVP-13,AS,DEF1"
19,Joe Barry Carroll,27,GSW,C,79,79,35.5,8.2,17.8,0.463,0,0,0,8.2,17.7,0.464,0.463,4.8,6.3,0.752,2.4,6,8.5,2.2,1.3,1.8,3.5,3.5,21.2,
20,Isiah Thomas,24,DET,PG,77,77,36.2,7.9,16.2,0.488,0.3,1.1,0.31,7.6,15.1,0.501,0.498,4.7,6,0.79,1.1,2.5,3.6,10.8,2.2,0.3,3.8,3.2,20.9,"MVP-9,AS,NBA1"
21,Orlando Woolridge,26,CHI,SF,70,59,32.1,7.7,15.6,0.495,0.1,0.3,0.174,7.7,15.2,0.502,0.497,5.2,6.6,0.788,2.1,2.9,5,3,0.7,0.7,2.5,2.7,20.7,
22,Marques Johnson,29,LAC,SG,75,75,34.7,8.2,16,0.51,0,0.2,0.067,8.2,15.8,0.516,0.511,4,5.2,0.76,2.1,3.5,5.5,3.8,1.4,0.7,2.4,2.9,20.3,AS
23,Sidney Moncrief,28,MIL,PG,73,72,35.2,6.4,13.2,0.489,0.5,1.4,0.32,6,11.8,0.509,0.506,6.8,7.9,0.859,1.6,3,4.6,4.9,1.4,0.2,2.4,2.4,20.2,"MVP-7,DPOY-3,AS,NBA2,DEF1"
24,Larry Nance,26,PHO,PF,73,69,34,8,13.7,0.581,0,0.1,0,8,13.6,0.586,0.581,4.2,6.1,0.698,2.3,6.2,8.5,3.3,1,1.8,2.9,3.4,20.2,
25,Charles Barkley,22,PHI,PF,80,80,36.9,7.4,13,0.572,0.2,0.9,0.227,7.2,12.1,0.598,0.58,5,7.2,0.685,4.4,8.4,12.8,3.9,2.2,1.6,4.4,4.2,20,"MVP-6,NBA2"
Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
26,Patrick Ewing,23,NYK,C,50,50,35.4,7.7,16.3,0.474,0,0.1,0,7.7,16.2,0.477,0.474,4.5,6.1,0.739,2.5,6.5,9,2,1.1,2.1,3.4,3.8,20,"ROY-1,AS"
27,Kelly Tripucka,26,DET,SF,81,81,32.4,7.6,15.3,0.498,0.1,0.3,0.48,7.4,15,0.498,0.502,4.7,5.5,0.856,1.4,2.9,4.3,3.3,1.1,0.1,2.3,2.1,20,
28,James Worthy,24,LAL,SF,75,73,32.7,8.4,14.5,0.579,0,0.2,0,8.4,14.3,0.586,0.579,3.2,4.2,0.771,1.8,3.3,5.2,2.7,1.1,1,2,2.6,20,"MVP-12,AS"
29,Herb Williams,27,IND,C,78,74,35.5,8,16.3,0.492,0,0.2,0.083,8,16.2,0.496,0.492,3.8,5.2,0.73,2.2,6.9,9.1,2.2,0.6,2.4,2.7,3.1,19.9,
30,Terry Cummings,24,MIL,PF,82,82,32.5,8.3,17.5,0.474,0,0,0,8.3,17.5,0.474,0.474,3.2,4.9,0.656,2.7,5.8,8.5,2.4,1.5,0.6,2.3,3.5,19.8,MVP-11
31,Roy Hinson,24,CLE,SF,82,82,34.6,7.6,14.2,0.532,0,0,0,7.6,14.2,0.534,0.532,4.4,6.2,0.719,2,5.8,7.8,1.2,0.8,1.4,2.3,3.9,19.6,
32,Jeff Ruland,27,WSB,PF,30,24,37.1,7.1,12.8,0.554,0,0.1,0,7.1,12.6,0.559,0.554,4.8,6.7,0.725,3.6,7.1,10.7,5.3,0.8,0.8,4,3.3,19,
33,Ralph Sampson,25,HOU,PF,79,76,36.3,7.9,16.2,0.488,0,0.2,0.133,7.9,16,0.492,0.488,3.1,4.8,0.641,3.3,7.9,11.1,3.6,1.3,1.6,3.6,3.9,18.9,AS
34,Magic Johnson,26,LAL,PG,72,70,35.8,6.7,12.8,0.526,0.1,0.6,0.233,6.6,12.2,0.541,0.532,5.3,6,0.871,1.2,4.7,5.9,12.6,1.6,0.2,3.8,1.8,18.8,"MVP-3,AS,NBA1"
35,Eddie Johnson,26,SAC,SF,82,30,30.7,7.6,16,0.475,0,0.2,0.2,7.5,15.7,0.479,0.477,3.4,4.2,0.816,2.1,3,5.1,2.6,0.7,0.2,2.3,2.9,18.7,6MOY-3
36,Cliff Robinson,25,WSB,SF,78,78,32.9,7.6,16.1,0.474,0,0.1,0.25,7.6,16,0.475,0.475,3.4,4.5,0.762,2.3,6.4,8.7,2.4,1.3,0.6,2.6,2.8,18.7,
37,Tom Chambers,26,SEA,PF,66,26,30.6,6.5,14.1,0.466,0.2,0.7,0.271,6.3,13.3,0.476,0.473,5.2,6.3,0.836,1.9,4.6,6.5,2,0.8,0.6,2.9,3.8,18.5,
38,Clyde Drexler,23,POR,SG,75,58,34.3,7.2,15.2,0.475,0.2,0.8,0.2,7.1,14.4,0.49,0.48,3.9,5.1,0.769,2.3,3.3,5.6,8,2.6,0.6,3.8,3.6,18.5,AS
39,Reggie Theus,28,SAC,SG,82,82,35.6,6.7,13.9,0.48,0.1,0.4,0.171,6.6,13.4,0.49,0.483,4.9,6,0.827,0.9,2.8,3.7,9.6,1.4,0.2,4,2.8,18.3,
40,Julius Erving,35,PHI,SG,74,74,33.4,7,14.7,0.48,0.1,0.4,0.281,6.9,14.2,0.486,0.484,3.9,5,0.785,2.3,2.7,5,3.4,1.5,1.1,2.9,2.6,18.1,AS
41,Calvin Natt,29,DEN,PF,69,62,29.1,6.8,13.5,0.504,0,0.1,0.333,6.8,13.4,0.505,0.505,4,5,0.801,1.8,4.5,6.3,2.4,0.8,0.2,1.9,2.1,17.7,
42,Clark Kellogg,24,IND,PF,19,12,29.9,7.3,15.5,0.473,0.2,0.7,0.308,7.1,14.8,0.48,0.48,2.8,3.6,0.768,2.7,6.2,8.8,3,1.5,0.4,3.2,3.1,17.6,
43,Sleepy Floyd,25,GSW,PG,82,82,33.7,6.2,12.3,0.506,0.5,1.5,0.328,5.7,10.8,0.53,0.526,4.3,5.4,0.796,0.9,2.7,3.6,9.1,1.9,0.2,3.5,2.4,17.2,
44,Xavier McDaniel,22,SEA,SF,82,80,33,7,14.3,0.49,0,0.1,0.2,7,14.2,0.492,0.491,3,4.4,0.687,3.7,4.2,8,2.4,1.2,0.5,3,3.7,17.1,ROY-2
45,Jack Sikma,30,SEA,C,80,78,34.9,6.4,13.8,0.462,0,0.2,0,6.4,13.6,0.467,0.462,4.4,5.1,0.864,1.8,7.5,9.4,3.8,1.2,0.9,2.7,3.7,17.1,
46,Alvin Robertson,23,SAS,SG,82,82,35.1,6.9,13.3,0.514,0.1,0.4,0.276,6.8,13,0.521,0.518,3.2,4,0.795,2.2,4,6.3,5.5,3.7,0.5,3.1,3.6,17,"MVP-13,DPOY-1,MIP-1,AS,NBA2,DEF2"
47,Lewis Lloyd,26,HOU,SG,82,82,29.8,7.2,13.6,0.529,0,0.2,0.2,7.2,13.5,0.534,0.53,2.4,2.9,0.843,1.9,2.1,4,3.7,1.2,0.3,2.4,2.6,16.9,
48,Artis Gilmore,36,SAS,C,71,71,33.7,6,9.6,0.618,0,0,0,6,9.6,0.619,0.618,4.8,6.8,0.701,2.3,6.1,8.5,1.4,0.5,1.5,2.6,3.4,16.7,AS
49,Bill Laimbeer,28,DET,C,82,82,35.3,6.6,13.5,0.492,0,0.2,0.286,6.6,13.3,0.495,0.494,3.2,3.9,0.834,3.7,9.4,13.1,1.8,0.7,0.8,1.6,3.5,16.6,
50,Mike Gminski,26,NJN,C,81,78,31.2,6.1,11.7,0.517,0,0,0,6.1,11.7,0.518,0.517,4.3,4.9,0.893,2.5,5.7,8.2,1.6,0.7,0.9,1.7,2,16.5,
Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
51,Quintin Dailey,25,CHI,SG,35,0,20.7,5.8,13.4,0.432,0,0.2,0,5.8,13.2,0.439,0.432,4.7,5.7,0.823,0.6,1.4,1.9,1.9,0.6,0.1,1.9,2.5,16.3,
52,James Edwards,30,PHO,C,52,51,25.3,6.1,11.3,0.542,0,0,,6.1,11.3,0.542,0.542,4.1,5.8,0.702,1.5,4.3,5.8,1.4,0.4,0.6,2.5,3.8,16.3,
53,George Gervin,33,CHI,SG,82,75,25.2,6.3,13.4,0.472,0,0.2,0.211,6.3,13.2,0.476,0.474,3.5,3.9,0.879,1,1.7,2.6,1.8,0.6,0.3,2,2.6,16.2,
54,Robert Parish,32,BOS,C,81,80,31.7,6.5,11.9,0.549,0,0,,6.5,11.9,0.549,0.549,3,4.1,0.731,3,6.5,9.5,1.8,0.8,1.4,2.3,2.7,16.1,AS
55,Buck Williams,25,NJN,PF,82,82,37.4,6.1,11.7,0.523,0,0,0,6.1,11.6,0.524,0.523,3.7,5.4,0.676,4,8,12,1.6,0.9,1.2,3,3.6,15.9,"MVP-16,AS"
56,Otis Birdsong,30,NJN,SG,77,74,31.1,7,13.7,0.513,0.1,0.3,0.364,6.9,13.4,0.516,0.517,1.6,2.7,0.581,1.1,1.5,2.6,3.4,1.1,0.2,2.3,3,15.8,
57,Pat Cummings,29,NYK,C,31,30,32.5,6.3,13.2,0.478,0,0.1,0,6.3,13.1,0.48,0.478,3.1,4.5,0.698,3,6.1,9,1.5,0.9,0.4,2.8,4.4,15.7,
58,Michael Ray Richardson,30,NJN,PG,47,39,34.1,6.3,14.1,0.448,0.1,0.6,0.148,6.2,13.5,0.461,0.451,3,3.8,0.788,1.6,3.7,5.3,7.2,2.7,0.2,3.2,3.5,15.7,
59,Dennis Johnson,31,BOS,PG,78,78,35,6.2,13.6,0.455,0.1,0.5,0.143,6.1,13.1,0.468,0.458,3.1,3.8,0.818,0.9,2.6,3.4,5.8,1.4,0.4,2.2,2.6,15.6,"MVP-18,DEF2"
60,Mike Woodson,27,SAC,SG,81,51,29.8,6.3,13.2,0.475,0,0.2,0.154,6.3,13.1,0.479,0.476,3,3.6,0.837,1.2,1.6,2.8,2.4,1.1,0.5,1.8,2.7,15.6,
61,John Lucas,32,HOU,PG,65,65,32.6,5.6,12.6,0.446,0.7,2.2,0.308,4.9,10.3,0.476,0.474,3.6,4.6,0.775,0.5,1.7,2.2,8.8,1.2,0.1,2.3,1.9,15.5,
62,Maurice Cheeks,29,PHI,PG,82,82,39.9,6,11.1,0.537,0,0.2,0.235,5.9,10.9,0.542,0.539,3.4,4.1,0.842,0.7,2.2,2.9,9.2,2.5,0.3,2.9,2,15.4,"AS,DEF1"
63,Sam Perkins,24,DAL,PF,80,79,32.8,5.7,11.4,0.503,0.1,0.4,0.333,5.6,11,0.51,0.509,3.8,4.7,0.814,2.4,6.1,8.6,1.9,0.9,1.2,1.8,2.7,15.4,
64,Byron Scott,24,LAL,SG,76,62,28.8,6.7,13,0.513,0.3,0.8,0.361,6.4,12.2,0.523,0.524,1.8,2.3,0.784,0.7,1.8,2.5,2.2,1.1,0.2,1.4,2.2,15.4,
65,Darryl Dawkins,29,NJN,C,51,3,23.7,5.6,8.6,0.644,0,0,0,5.6,8.6,0.645,0.644,4.1,5.8,0.707,1.7,3.3,4.9,1.5,0.3,1.2,2.4,4.5,15.3,
66,Karl Malone,22,UTA,PF,81,76,30.6,6.2,12.5,0.496,0,0,0,6.2,12.5,0.497,0.496,2.4,5,0.481,2.1,6.7,8.9,2.9,1.3,0.5,3.4,3.6,14.9,ROY-3
67,Mychal Thompson,31,POR,C,82,78,31.3,6.1,12.3,0.498,0,0,,6.1,12.3,0.498,0.498,2.4,3.8,0.641,2.2,5.2,7.4,2.1,0.9,0.4,2.4,3.3,14.7,
68,Wayman Tisdale,21,IND,PF,81,60,28.1,6.4,12.4,0.515,0,0,0,6.4,12.3,0.516,0.515,2,2.9,0.684,2.4,4.9,7.2,1,0.4,0.5,2.3,3.6,14.7,
69,Thurl Bailey,24,UTA,PF,82,13,28.8,5.9,13.1,0.448,0,0.1,0,5.9,13,0.451,0.448,2.8,3.4,0.83,1.8,4.2,6,1.9,0.5,1.4,1.8,2,14.6,6MOY-5
70,Norm Nixon,30,LAC,PG,67,62,31.9,6,13.7,0.438,0.6,1.8,0.347,5.4,11.9,0.451,0.46,2,2.4,0.809,0.7,2,2.7,8.6,1.3,0,2.8,2.1,14.6,
71,Albert King,26,NJN,SF,73,69,27.4,6,13.2,0.456,0.1,0.3,0.174,5.9,12.8,0.463,0.458,2.3,2.8,0.823,1.6,3.4,5,2.5,0.8,0.3,2.5,2.8,14.3,
72,Paul Pressey,27,MIL,SF,80,80,33.8,5.1,10.5,0.488,0.1,0.6,0.182,5,10,0.504,0.492,4,4.9,0.806,1.6,3.4,5,7.8,2.1,0.9,3,3.1,14.3,"MVP-13,DEF1"
73,Vern Fleming,23,IND,PG,80,77,35.9,5.5,10.8,0.506,0,0.1,0.167,5.4,10.7,0.508,0.506,3.3,4.4,0.745,1.3,3.6,4.8,6.3,1.6,0.1,2.6,2.9,14.2,
74,Terry Teagle,25,GSW,SG,82,52,26.3,5.8,11.7,0.496,0,0.3,0.16,5.7,11.4,0.505,0.498,2.6,3.2,0.796,1.2,1.7,2.9,1.4,0.9,0.4,1.7,2.9,14.2,
75,Cedric Maxwell,30,LAC,SF,76,72,32.3,4.1,8.7,0.475,0,0,0,4.1,8.7,0.477,0.475,5.9,7.4,0.795,3.2,5,8.2,2.8,0.8,0.4,2.7,3.3,14.1,
Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
76,Chris Mullin,22,GSW,SG,55,30,25.3,5.2,11.3,0.463,0.1,0.5,0.185,5.1,10.8,0.476,0.467,3.4,3.8,0.896,0.8,1.3,2.1,1.9,1.3,0.4,1.4,2.4,14,
77,Vinnie Johnson,29,DET,SG,79,12,25,5.9,12.6,0.467,0,0.2,0.154,5.9,12.4,0.471,0.468,2.1,2.7,0.771,1.5,1.4,2.9,3.4,1,0.3,1.1,2.3,13.9,
78,Ricky Pierce,26,MIL,SG,81,8,26.5,5.3,9.9,0.538,0,0.3,0.13,5.3,9.6,0.55,0.539,3.3,3.8,0.858,1.2,1.7,2.9,2.2,1,0.1,1.3,3.1,13.9,6MOY-2
79,Steve Johnson,28,SAS,C,71,55,25.7,5.1,8.1,0.632,0,0,,5.1,8.1,0.632,0.632,3.6,5.3,0.694,2,4.5,6.5,1.3,0.6,0.9,2.7,4.1,13.8,
80,Fat Lever,25,DEN,PG,78,77,33.5,6,13.6,0.441,0.2,0.5,0.316,5.8,13.1,0.446,0.447,1.7,2.3,0.725,1.7,3.6,5.4,7.5,2.3,0.2,2.7,2.6,13.8,
81,Jay Vincent,26,DAL,PF,80,3,24.9,5.5,11.5,0.481,0,0,0,5.5,11.5,0.483,0.481,2.8,3.4,0.81,1.3,3.3,4.6,2.3,0.8,0.3,1.8,2.4,13.8,
82,Melvin Turpin,25,CLE,C,80,69,28.7,5.7,10.5,0.544,0,0.1,0,5.7,10.4,0.547,0.544,2.3,2.9,0.811,2.3,4.7,7,0.7,0.8,1.3,1.7,3.3,13.7,
83,Steve Stipanovich,25,IND,C,79,65,30.3,5.3,11.2,0.47,0,0.1,0.2,5.2,11.1,0.473,0.471,3.1,4,0.768,2.2,5.7,7.9,2.6,0.9,0.9,1.8,3.3,13.6,
84,Sidney Green,25,CHI,PF,80,68,28.8,5.1,10.9,0.465,0,0.1,0,5.1,10.8,0.469,0.465,3.3,4.2,0.782,2.6,5.6,8.2,1.7,0.9,0.5,2.8,3.7,13.5,
85,Gus Williams,32,WSB,PG,77,67,29.7,5.6,13.2,0.428,0.4,1.5,0.259,5.2,11.6,0.45,0.443,1.8,2.4,0.734,0.7,1.5,2.2,5.9,1.2,0.2,2.1,1.5,13.5,
86,Wayne Cooper,29,DEN,C,78,78,27.1,5.4,11.6,0.466,0,0.1,0.429,5.4,11.5,0.466,0.467,2.2,2.8,0.795,2.4,5.4,7.8,1,0.5,2.9,1.5,4,13.1,
87,Gerald Henderson,30,SEA,PG,82,82,31.3,5.3,11,0.482,0.2,0.6,0.346,5.1,10.3,0.491,0.492,2.3,2.7,0.83,1.1,1.2,2.3,5.9,1.7,0.1,2.2,2.8,13.1,
88,Jim Paxson,28,POR,SG,75,31,25.7,5,10.6,0.47,0.3,0.8,0.323,4.7,9.7,0.482,0.482,2.9,3.3,0.889,0.6,1.4,2,3.7,1.3,0.1,1.5,2.1,13.1,
89,Johnny Moore,27,SAS,PG,28,23,30.6,5.4,10.8,0.495,0.1,0.8,0.182,5.2,10,0.52,0.502,2.1,3.1,0.686,0.9,2.2,3.1,9,2.5,0.2,2.9,2.8,13,
90,Randy Wittman,26,ATL,SG,81,79,34.1,5.8,10.9,0.53,0.1,0.2,0.313,5.7,10.7,0.534,0.533,1.3,1.7,0.77,0.6,1.5,2.1,3.8,1,0.2,1.4,1.5,12.9,
91,LaSalle Thompson,24,SAC,C,80,64,29.7,5.1,9.9,0.518,0,0,0,5.1,9.9,0.518,0.518,2.5,3.5,0.732,3.2,6.5,9.6,2.1,0.9,1.4,2.3,3.7,12.8,
92,Frank Johnson,27,WSB,PG,14,9,28.7,4.9,11,0.448,0,0.2,0,4.9,10.8,0.457,0.448,2.7,3.9,0.704,0.5,1.5,2,5.4,0.8,0.1,2.1,2.1,12.6,
93,Bill Hanzlik,28,DEN,SF,79,0,25.1,4.2,9.4,0.447,0.1,0.5,0.195,4.1,8.9,0.461,0.452,4,5.1,0.785,1.1,2.2,3.3,4,1.4,0.2,2.1,3.5,12.5,DEF2
94,Gerald Wilkins,22,NYK,SG,81,53,25,5.4,11.5,0.468,0.1,0.3,0.28,5.3,11.2,0.473,0.472,1.6,2.9,0.557,1.1,1.4,2.6,2,0.8,0.1,1.9,1.9,12.5,
95,Kevin Willis,23,ATL,PF,82,59,28,5.1,9.9,0.517,0,0.1,0,5.1,9.8,0.52,0.517,2.1,3.2,0.654,3,5.6,8.6,0.5,0.8,0.5,2.2,3.6,12.3,
96,Derek Harper,24,DAL,PG,79,39,27.2,4.9,9.2,0.534,0.2,0.6,0.235,4.8,8.6,0.557,0.542,2.2,2.9,0.747,0.9,1.9,2.9,5.3,1.9,0.3,1.8,2.1,12.2,
97,Robert Reid,30,HOU,SF,82,5,26.3,5,10.7,0.464,0.1,0.4,0.182,4.9,10.3,0.475,0.468,2,2.6,0.757,0.8,2.9,3.7,2.7,1.1,0.2,1.2,2.8,12,
98,Larry Drew,27,SAC,PG,75,31,26.3,5,10.3,0.485,0.1,0.4,0.323,4.9,9.9,0.491,0.491,1.7,2.1,0.795,0.3,1.3,1.7,4.5,0.9,0,1.8,1.8,11.9,
99,Louis Orr,27,NYK,SF,74,64,30.2,4.5,10,0.445,0,0.1,0,4.5,10,0.448,0.445,2.9,3.8,0.784,1.7,2.6,4.2,2.4,0.8,0.4,1.6,2.4,11.9,
100,Sam Bowie,24,POR,C,38,34,29.8,4.4,9.1,0.484,0,0,,4.4,9.1,0.484,0.484,3,4.2,0.708,2.4,6.2,8.6,2.6,0.6,2.5,2.3,3.7,11.8,
Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
101,John Bagley,25,CLE,PG,78,77,31.7,4.7,11.1,0.423,0.1,0.5,0.243,4.6,10.6,0.431,0.428,2.2,2.8,0.791,1,2.6,3.5,9.4,1.6,0.1,3.1,2.1,11.7,
102,Rickey Green,31,UTA,PG,80,44,25.2,4.5,9.5,0.471,0.1,0.4,0.172,4.4,9.1,0.483,0.474,2.7,3.1,0.852,0.4,1.3,1.7,5.1,1.3,0.1,1.7,1.6,11.7,
103,Rory White,26,LAC,SF,75,30,23.5,4.7,9.1,0.519,0,0.1,0.111,4.7,9,0.524,0.52,2.2,3,0.739,1.1,1.3,2.4,1,1,0.1,1.3,2.1,11.7,
104,Dan Roundfield,32,WSB,PF,79,21,29.4,4.1,8.4,0.488,0,0.1,0,4.1,8.3,0.492,0.488,3.5,4.6,0.754,2.7,5.5,8.1,2.1,0.5,0.6,2.4,2.5,11.6,
105,Al Wood,27,SEA,SG,78,34,22.4,4.6,10.5,0.435,0.1,0.5,0.135,4.5,10,0.449,0.438,2.4,3.1,0.782,1,2.1,3.1,1.5,0.7,0.2,1.4,2.2,11.6,
106,Doc Rivers,24,ATL,PG,53,50,29.6,4.2,8.8,0.474,0,0.3,0,4.2,8.5,0.491,0.474,3.2,5.3,0.608,0.9,2.1,3.1,8.4,2.3,0.2,2.7,3.5,11.5,
107,Phil Hubbard,29,CLE,SF,23,21,27.8,4,8.6,0.47,0,0,0,4,8.6,0.472,0.47,3.3,4.9,0.679,2.1,3.1,5.2,1.3,0.9,0.1,2.9,3.4,11.4,
108,Kurt Nimphius,27,2TM,PF,80,66,27.8,4.4,8.7,0.506,0,0,0,4.4,8.6,0.508,0.506,2.4,3.3,0.74,1.9,3.8,5.7,0.8,0.4,1.3,1.5,3.3,11.2,
108,Kurt Nimphius,27,DAL,PF,13,4,21.5,2.8,5.5,0.514,0,0.1,0,2.8,5.5,0.521,0.514,1.3,2.2,0.586,1.8,2.8,4.6,1.1,0.2,0.9,1,2.9,7,
108,Kurt Nimphius,27,LAC,PF,67,62,29,4.7,9.3,0.505,0,0,0,4.7,9.3,0.506,0.505,2.6,3.5,0.76,1.9,3.9,5.9,0.7,0.4,1.4,1.6,3.4,12,
109,James Bailey,28,NYK,PF,48,36,25.9,4.2,9.2,0.456,0,0.1,0,4.2,9.1,0.46,0.456,2.7,3.5,0.772,2.1,4.8,7,1,0.7,0.8,2.1,4.3,11.1,
110,Benoit Benjamin,21,LAC,C,79,37,26.4,4.1,8.4,0.49,0,0,0.333,4.1,8.3,0.491,0.491,2.9,3.9,0.746,2,5.6,7.6,1,0.8,2.6,1.8,3.6,11.1,ROY-7
111,Kenny Carr,30,POR,PF,55,31,28.3,4.2,8.5,0.498,0,0.1,0,4.2,8.4,0.502,0.498,2.7,3.9,0.687,2.7,6.3,8.9,1.3,0.7,0.5,1.9,3.7,11.1,
112,Jay Humphries,23,PHO,PG,82,82,33.3,4.3,9,0.479,0,0.4,0.138,4.2,8.6,0.493,0.482,2.4,3.1,0.767,0.7,2.5,3.2,6.4,1.6,0.1,2.3,2.7,11,
113,Mike Sanders,25,PHO,SF,82,5,20,4.2,8.2,0.513,0,0.2,0.2,4.2,8.1,0.52,0.516,2.5,3.1,0.809,1.3,2.1,3.3,1.8,0.9,0.4,1.7,2.9,11,
114,Gene Banks,26,CHI,SF,82,33,26.1,4.3,8.4,0.517,0,0.2,0,4.3,8.2,0.532,0.517,2.2,3.1,0.718,2.2,2.2,4.4,3.1,1,0.1,1.7,2.6,10.9,
115,Wes Matthews,26,SAS,PG,75,46,24.7,4.3,8,0.531,0.1,0.3,0.16,4.2,7.7,0.547,0.534,2.3,2.8,0.82,0.4,1.3,1.7,6.3,1.2,0.4,3.1,2.2,10.9,
